Date,Close/Last,Volume,Open,High,Low
02/21/2023,22.35,150468800,23.10,23.45,22.29
02/17/2023,24.04,194902400,24.03,24.23,23.30
02/16/2023,24.57,194496500,24.83,25.87,24.53
02/15/2023,26.06,138652600,25.02,26.10,24.85
02/14/2023,25.49,255737200,24.535,25.74,24.05
02/13/2023,24.95,139869900,24.14,25.10,23.85
02/10/2023,23.82,183931700,23.76,24.26,23.22
02/09/2023,24.32,197598400,26.05,26.09,23.93
02/08/2023,24.99,181257200,26.05,26.30,24.81
02/07/2023,26.41,259894600,24.83,26.69,24.5412
02/06/2023,24.87,161816200,24.845,25.45,24.52
02/03/2023,25.52,267404200,25.21,27.14,25.11
02/02/2023,26.91,267885100,25.955,27.45,25.75
02/01/2023,24.39,271638800,22.86,24.95,22.36
01/31/2023,22.91,158256900,21.94,22.92,21.90
01/30/2023,21.93,173908000,22.55,22.90,21.85
01/27/2023,23.33,188411100,22.36,23.82,22.33
01/26/2023,22.68,203418900,22.22,22.7199,21.60
01/25/2023,21.44,218083600,20.56,21.59,19.98
01/24/2023,21.60,145006500,21.36,21.8671,21.24
01/23/2023,21.73,194042100,20.55,22.00,20.38
01/20/2023,20.39,161325200,19.175,20.45,18.9601
01/19/2023,18.85,166370700,19.07,19.31,18.58
01/18/2023,19.46,186650100,20.575,20.905,19.39
01/17/2023,20.21,139757900,20.06,20.51,19.81
01/13/2023,20.10,159783000,19.17,20.17,19.10
01/12/2023,19.71,280926300,19.515,19.92,18.59
01/11/2023,19.41,151275000,18.685,19.435,18.52
01/10/2023,18.49,164361500,17.815,18.49,17.70
01/09/2023,18.01,186021400,18.08,18.96,17.8901
01/06/2023,17.64,233447600,16.65,17.90,16.10
01/05/2023,16.36,181252000,16.81,16.85,16.28
01/04/2023,17.17,217636400,17.325,17.49,16.54
01/03/2023,16.91,179925900,17.74,18.0395,16.47
12/30/2022,17.30,150970600,16.76,17.30,16.50
12/29/2022,17.30,153054900,16.67,17.50,16.5301
12/28/2022,16.16,182434600,16.75,17.1955,16.10
12/27/2022,16.84,131600300,17.46,17.48,16.72
12/23/2022,17.59,165067300,17.21,17.72,16.83
12/22/2022,17.54,230450200,18.23,18.245,16.58
12/21/2022,18.98,163187300,18.41,19.25,18.2301
12/20/2022,18.19,172881200,18.00,18.56,17.67
12/19/2022,18.27,155266500,19.10,19.1299,17.98
12/16/2022,19.06,175642100,19.48,19.8091,18.71
12/15/2022,19.64,214026600,20.86,21.0298,19.35
12/14/2022,21.80,289455500,22.21,22.99,21.08
12/13/2022,22.33,347692800,24.175,24.23,21.72
12/12/2022,21.65,112827500,20.91,21.66,20.67
12/09/2022,20.89,177003900,21.05,21.69,20.77
12/08/2022,21.30,188920100,20.87,21.50,20.39
12/07/2022,20.57,173667900,20.56,21.03,20.18
12/06/2022,20.82,169900500,22.18,22.21,20.50
12/05/2022,22.23,150990000,22.88,23.20,21.86
12/02/2022,23.41,181655000,22.445,23.63,22.39
12/01/2022,23.69,205503600,23.70,24.17,23.01
11/30/2022,23.56,272734900,20.85,23.65,20.65
11/29/2022,20.77,137902700,21.32,21.42,20.47
11/28/2022,21.28,132142700,21.80,22.27,21.06
11/25/2022,22.26,67376500,22.34,22.50,22.15
11/23/2022,22.73,178783500,22.05,22.87,22.01
11/22/2022,22.07,146238600,21.33,22.10,20.83
11/21/2022,21.18,144111300,21.52,21.80,20.97
11/18/2022,21.84,194788500,22.56,22.58,21.28
11/17/2022,21.86,213462200,20.95,22.2097,20.91
11/16/2022,22.03,191679400,22.50,22.58,21.82
11/15/2022,22.96,318265700,23.645,23.95,22.18
11/14/2022,22.07,214225900,22.17,22.96,21.82
11/11/2022,22.67,307134200,21.43,22.83,21.12
11/10/2022,21.45,328442400,20.15,21.54,19.70
11/09/2022,17.60,215569100,18.53,18.70,17.53
11/08/2022,18.92,296056300,18.85,19.62,18.09
11/07/2022,18.52,200943400,18.16,18.64,17.71
11/04/2022,17.95,382370200,18.13,18.35,16.85
11/03/2022,17.15,212231800,17.645,17.95,17.04
11/02/2022,18.20,331476300,20.28,20.98,18.181
11/01/2022,20.30,215232400,21.74,21.8699,20.21
10/31/2022,20.95,209561100,21.175,21.365,20.49
10/28/2022,21.70,255388600,19.75,21.81,19.71
10/27/2022,19.90,256629400,20.79,21.12,19.77
10/26/2022,21.06,282519800,21.18,22.50,20.93
10/25/2022,22.55,238399800,21.475,22.64,21.47
10/24/2022,21.27,274622000,20.63,21.47,19.80
10/21/2022,20.57,313729000,18.98,20.69,18.725
10/20/2022,19.21,264851500,19.33,20.4667,18.96
10/19/2022,19.54,259851100,19.41,20.24,19.01
10/18/2022,19.78,346276900,20.865,21.00,19.17
10/17/2022,19.30,230025400,18.805,19.50,18.80
10/14/2022,17.57,335066300,19.85,19.98,17.46
10/13/2022,19.31,414753600,16.515,19.62,16.32
10/12/2022,18.10,200741900,18.23,18.64,17.93
10/11/2022,18.14,264873500,18.52,19.14,17.74
10/10/2022,18.89,206499800,19.515,19.61,18.30
10/07/2022,19.50,250972600,20.88,20.91,19.16
10/06/2022,22.01,237543600,22.30,23.06,21.92
10/05/2022,22.58,229199500,21.665,23.00,21.01
10/04/2022,22.58,231661800,21.895,22.765,21.89
10/03/2022,20.66,223611300,19.705,21.01,19.36
09/30/2022,19.32,256598800,20.155,21.09,19.28
09/29/2022,20.39,270097800,21.305,21.39,19.62
09/28/2022,22.27,256019500,21.03,22.59,20.68
09/27/2022,21.04,271960600,21.815,22.35,20.50
09/26/2022,21.02,245303900,21.16,22.21,20.83
09/23/2022,21.31,280652000,21.795,21.86,20.45
09/22/2022,22.38,215542000,22.85,23.11,22.07
09/21/2022,23.24,295557600,24.81,25.92,23.23
09/20/2022,24.59,161059300,24.53,25.19,23.98
09/19/2022,25.19,151346300,23.94,25.23,23.92
09/16/2022,24.60,196071800,24.21,24.73,23.67
09/15/2022,25.09,196865300,25.88,26.55,24.65
09/14/2022,26.42,154645900,26.125,26.67,25.64
09/13/2022,25.84,195648300,28.24,28.61,25.56
09/12/2022,30.93,136570600,30.30,31.03,30.19
09/09/2022,29.84,149367900,28.68,30.02,28.66
09/08/2022,28.06,205399900,27.03,28.415,26.64
09/07/2022,27.61,165784800,26.18,27.90,26.11
09/06/2022,26.07,180541700,26.76,27.0199,25.46
09/02/2022,26.68,227231500,28.64,29.04,26.17
09/01/2022,27.84,198660200,27.08,27.93,26.02
08/31/2022,27.81,170515300,29.155,29.40,27.7729
08/30/2022,28.33,163507400,29.79,29.95,27.56
08/29/2022,29.31,124220500,29.35,30.12,28.9588
08/26/2022,30.24,183138300,34.345,34.74,30.20
08/25/2022,34.43,111026300,33.28,34.44,32.94
08/24/2022,32.71,93502800,32.30,33.30,32.105
08/23/2022,32.46,109754900,32.431,33.35,32.20
08/22/2022,32.57,112487700,33.89,33.97,32.26
08/19/2022,35.35,112128300,36.48,36.7002,35.065
08/18/2022,37.55,96070430,37.26,37.96,36.69
08/17/2022,37.30,131419200,37.51,38.3278,36.55
08/16/2022,38.64,110377900,38.56,39.38,37.53
08/15/2022,38.89,98154220,37.65,39.08,37.64
08/12/2022,37.98,105593500,36.60,38.05,36.235
08/11/2022,35.95,136680500,37.33,38.02,35.67
08/10/2022,36.50,135777200,36.135,36.64,35.31
08/09/2022,33.73,109203000,34.28,34.37,33.19
08/08/2022,34.93,134380400,35.60,36.83,34.435
08/05/2022,35.29,141949300,34.43,35.98,34.15
08/04/2022,36.15,126783600,35.69,36.265,34.96
08/03/2022,35.64,147106900,33.55,35.95,33.31
08/02/2022,33.00,162687500,32.54,34.3499,32.21
08/01/2022,33.31,142641500,32.78,34.42,32.4399
07/29/2022,33.36,146073200,32.13,33.65,31.6702
07/28/2022,31.62,162035900,30.675,31.82,29.52
07/27/2022,30.74,170959500,28.60,31.25,28.43
07/26/2022,27.33,115877800,28.49,28.57,27.05
07/25/2022,29.09,110448800,29.53,29.67,28.41
07/22/2022,29.53,149400400,30.88,31.53,28.95
07/21/2022,31.16,159690900,30.01,31.175,29.22
07/20/2022,29.89,188563100,28.66,30.25,28.44
07/19/2022,28.46,149321700,27.15,28.62,26.6907
07/18/2022,26.17,159950200,27.61,28.00,25.82
07/15/2022,26.79,154380200,26.27,26.85,25.81
07/14/2022,25.45,175823500,24.465,25.68,23.62
07/13/2022,25.19,180575500,23.84,25.83,23.69
07/12/2022,25.35,159616500,26.44,26.98,24.9099
07/11/2022,26.11,129224100,27.20,27.27,25.86
07/08/2022,27.89,159729200,26.99,28.31,26.71
07/07/2022,27.76,137866300,26.38,28.00,26.37
07/06/2022,26.14,206122900,25.77,26.72,25.28
07/05/2022,25.65,220554000,23.41,25.68,23.00
07/01/2022,24.39,208600400,23.60,24.50,23.10
06/30/2022,24.00,256203900,24.06,24.89,22.75
06/29/2022,24.88,190091100,24.78,25.2899,24.10
06/28/2022,24.83,188120400,27.46,28.21,24.76
06/27/2022,27.32,169131000,28.35,28.50,27.00
06/24/2022,27.98,151817500,26.112,28.04,26.0501
06/23/2022,25.33,182686400,24.94,25.57,24.17
06/22/2022,24.29,194486800,23.71,25.45,23.55
06/21/2022,24.38,159204100,23.815,24.98,23.78
06/17/2022,22.67,220590500,22.07,23.28,21.65
06/16/2022,21.86,212142200,22.99,23.12,21.32
06/15/2022,24.90,274911500,24.06,25.92,23.34
06/14/2022,23.23,196600500,23.64,23.87,22.52
06/13/2022,23.08,213365700,24.27,24.98,22.82
06/10/2022,26.79,171676100,28.255,28.62,26.67
06/09/2022,29.99,137979700,32.07,33.06,29.932
06/08/2022,32.65,112853000,33.075,33.94,32.33
06/07/2022,33.33,137443300,31.42,33.595,31.05
06/06/2022,32.54,150479300,33.615,34.13,32.00
06/03/2022,32.14,162361900,33.14,33.63,31.76
06/02/2022,34.90,168430700,31.92,34.98,31.45
06/01/2022,32.28,199447100,33.71,34.43,31.55
05/31/2022,33.05,184579300,33.30,34.00,31.7312
05/27/2022,33.29,157517900,31.295,33.3392,31.27
05/26/2022,30.32,168565800,27.76,30.78,27.68
05/25/2022,27.98,180641900,26.44,28.60,26.385
05/24/2022,26.90,183244300,27.145,27.36,25.425
05/23/2022,28.69,170520300,27.65,28.83,26.96
05/20/2022,27.34,229055600,28.65,28.8399,24.93
05/19/2022,27.58,196007800,27.54,29.02,27.04
05/18/2022,28.15,164052600,31.46,31.69,27.69
05/17/2022,32.96,153990700,32.43,33.08,31.2395
05/16/2022,30.65,159194000,31.13,31.78,30.18
05/13/2022,31.63,197974000,29.85,32.00,29.38
05/12/2022,28.53,295496500,27.43,29.89,26.69
05/11/2022,28.76,264765900,30.85,32.60,28.47
05/10/2022,31.57,231789800,32.715,33.08,30.28
05/09/2022,30.52,210209900,32.56,33.42,30.01
05/06/2022,34.61,233397200,35.09,36.53,33.10
05/05/2022,35.86,227776300,40.50,40.51,34.52
05/04/2022,42.14,219403400,38.49,42.45,36.53
05/03/2022,38.34,142782800,38.19,39.1694,37.30
05/02/2022,38.25,155952800,36.25,38.28,35.13
04/29/2022,36.53,160058400,40.39,41.769,36.20
04/28/2022,42.06,172349200,39.825,42.73,38.28
04/27/2022,38.04,158349300,38.17,40.22,37.37
04/26/2022,38.21,166131600,42.22,42.29,38.10
04/25/2022,43.05,166439400,40.81,43.16,40.31
04/22/2022,41.51,124412400,45.05,45.57,41.28
04/21/2022,45.09,134313200,49.64,50.77,44.59
04/20/2022,47.90,107814700,50.57,50.74,47.44
04/19/2022,50.16,86186330,46.73,50.4199,46.31
04/18/2022,47.13,87762700,46.47,48.01,45.82
04/14/2022,47.00,83921770,50.42,50.65,46.8305
04/13/2022,50.39,95042310,47.66,50.835,47.33
04/12/2022,47.54,123964100,50.16,50.975,46.89
04/11/2022,48.16,92957250,49.83,50.27,47.95
04/08/2022,51.84,102091200,53.22,53.59,51.50
04/07/2022,54.05,114827000,53.23,55.0889,51.58
04/06/2022,53.70,148429900,54.82,55.3688,52.40
04/05/2022,57.48,86048820,60.82,61.16,56.86
04/04/2022,61.55,68757520,58.38,61.55,58.23
04/01/2022,57.93,88081310,58.43,58.815,56.40
03/31/2022,58.18,84049430,60.64,60.83,57.90
03/30/2022,60.69,83909410,61.68,62.54,59.80
03/29/2022,62.57,102006700,61.52,62.96,60.14
03/28/2022,59.52,91703720,56.92,59.61,56.33
03/25/2022,56.93,99394690,57.04,57.5612,54.85
03/24/2022,57.02,85575250,54.43,57.09,53.41
03/23/2022,53.55,102749700,54.56,56.2693,53.50
03/22/2022,55.91,93344630,53.07,56.34,52.87
03/21/2022,52.79,110547300,52.86,53.925,50.77
03/18/2022,53.17,100784800,49.46,53.41,48.9305
03/17/2022,50.06,96030780,47.59,50.19,47.0399
03/16/2022,48.44,163087500,45.16,48.48,43.69
03/15/2022,43.55,105703600,40.87,43.8899,40.235
03/14/2022,39.86,123132600,41.81,43.13,39.56
03/11/2022,42.34,98907430,46.34,46.47,42.09
03/10/2022,45.14,112787400,44.90,45.62,43.1904
03/09/2022,46.64,109537100,45.40,47.20,44.35
03/08/2022,42.13,177968000,42.39,46.00,40.77
03/07/2022,42.72,124876300,48.045,48.5401,42.63
03/04/2022,48.09,115911500,49.165,49.80,47.00
03/03/2022,50.24,111944300,53.75,53.78,49.37
03/02/2022,52.43,109747900,50.67,53.05,49.42
03/01/2022,50.04,124072500,51.92,52.97,48.85
02/28/2022,52.46,121700500,50.455,53.185,49.9206
02/25/2022,51.91,119186100,49.995,52.005,48.25
02/24/2022,49.56,194867400,40.76,49.85,40.61
02/23/2022,45.14,130460200,50.24,50.63,44.97
02/22/2022,48.88,131438100,49.04,51.50,47.205
02/18/2022,50.44,113082700,52.59,52.7891,49.31
02/17/2022,52.21,78835650,55.64,56.05,51.97
02/16/2022,57.29,93090520,56.27,57.7999,54.70
02/15/2022,57.30,82085590,55.83,57.44,55.35
02/14/2022,53.43,95062530,52.90,54.97,51.70
02/11/2022,53.28,134255600,58.78,59.55,52.555
02/10/2022,58.82,127143300,59.31,62.91,57.80
02/09/2022,63.00,75537700,61.56,63.08,60.76
02/08/2022,59.32,79296610,56.80,59.8255,56.23
02/07/2022,57.37,76956120,59.07,60.27,56.72
02/04/2022,58.70,96534410,56.87,60.41,55.89
02/03/2022,56.74,105575000,59.32,61.07,56.12
02/02/2022,64.50,100815200,65.22,65.3697,62.35
02/01/2022,63.01,101845800,62.42,63.35,59.73
01/31/2022,61.83,113751100,57.045,62.0599,56.22
01/28/2022,56.37,167016200,52.40,56.46,50.10
01/27/2022,51.56,161764100,55.40,56.24,51.04
01/26/2022,53.15,207838100,56.99,58.85,51.37
01/25/2022,53.25,173749000,54.15,56.31,51.75
01/24/2022,57.49,255904600,53.845,57.75,48.17
01/21/2022,56.67,171027300,60.62,62.025,56.50
01/20/2022,61.88,86098530,66.02,68.18,61.50
01/19/2022,64.37,91642200,67.36,68.71,64.16
01/18/2022,66.69,78170870,68.485,69.72,66.06
01/14/2022,71.87,89225820,69.09,72.065,69.00
01/13/2022,70.80,86765910,77.13,77.55,70.02
01/12/2022,76.34,138371180,76.985,77.965,74.94
01/11/2022,75.48,154326820,71.715,75.515,70.52
01/10/2022,72.30,179217400,69.175,72.47,66.05
01/07/2022,72.035,142713480,74.45,75.47,71.00
01/06/2022,74.47,154226580,73.515,76.405,72.21
01/05/2022,74.675,133245240,81.19,81.86,74.5012
01/04/2022,82.24,106648120,85.915,85.945,80.195
01/03/2022,85.565,76505160,83.915,85.72,82.56
12/31/2021,83.165,60248560,84.315,85.20,82.855
12/30/2021,84.74,56635820,85.385,86.8275,84.385
12/29/2021,85.54,57747340,85.655,86.495,83.9755
12/28/2021,85.675,72412520,87.38,87.49,85.015
12/27/2021,86.695,62981640,83.545,86.765,83.50
12/23/2021,82.74,65654120,81.085,83.645,80.985
12/22/2021,80.82,88611360,77.79,81.00,77.4116
12/21/2021,78.035,109562440,75.08,78.2245,72.855
12/20/2021,73.145,120932940,72.51,73.625,71.2501
12/17/2021,75.40,150136080,74.415,77.895,73.50
12/16/2021,76.57,148109900,83.505,83.81,75.475
12/15/2021,82.895,134530600,77.48,83.1345,75.015
12/14/2021,77.75,115466760,77.06,78.78,74.915
12/13/2021,80.135,89572600,83.735,83.945,79.89
12/10/2021,83.735,101537700,82.885,83.915,80.89
12/09/2021,81.22,106400960,84.075,85.255,81.00
12/08/2021,84.885,102621740,83.945,85.00,82.735
12/07/2021,83.72,135289200,80.885,84.14,80.87
12/06/2021,76.795,152413960,75.295,77.64,72.765
12/03/2021,75.04,240286800,80.00,80.64,72.465
12/02/2021,79.01,198216460,76.71,80.2595,75.825
12/01/2021,77.55,152057600,84.43,85.81,77.235
11/30/2021,81.745,151293000,84.84,86.395,80.355
11/29/2021,85.415,79465940,83.10,86.08,82.665
11/26/2021,80.42,88841140,83.39,84.32,79.36
11/24/2021,85.115,99120800,82.655,85.28,81.165
11/23/2021,84.335,113012700,84.725,86.085,81.395
11/22/2021,85.50,89522400,89.645,91.68,85.43
11/19/2021,88.57,64607160,88.215,89.4351,87.66
11/18/2021,87.095,86841680,85.84,87.45,84.385
11/17/2021,84.51,57967940,84.605,85.8425,83.895
11/16/2021,84.41,51590800,82.145,84.7041,82.03
11/15/2021,82.70,69729100,83.455,83.655,81.045
11/12/2021,82.725,63820400,80.905,83.035,79.875
11/11/2021,80.18,57719040,81.375,81.495,79.95
11/10/2021,79.535,96976720,81.36,83.20,78.25
11/09/2021,83.18,88118820,85.625,85.8974,82.285
11/08/2021,84.93,56459820,85.25,85.95,84.53
11/05/2021,85.28,85252720,86.23,86.83,84.365
11/04/2021,84.965,80439720,82.715,85.6739,82.365
11/03/2021,81.91,72605220,79.67,82.16,79.035
11/02/2021,79.39,60085620,78.0125,79.685,77.98
11/01/2021,78.345,65022740,77.90,78.465,76.59
10/29/2021,77.58,67257160,74.595,77.70,74.39
10/28/2021,76.45,65368760,75.155,76.625,74.70
10/27/2021,74.02,72533920,73.78,75.86,73.63
10/26/2021,73.44,83987780,74.16,75.5975,72.825
10/25/2021,72.76,59475720,71.494,73.365,70.36
10/22/2021,70.64,70124160,71.735,72.33,69.68
10/21/2021,72.475,46050160,70.7175,72.605,70.565
10/20/2021,71.20,59354860,71.745,72.11,70.34
10/19/2021,71.425,53225360,70.52,71.515,70.14
10/18/2021,69.89,50438260,67.125,70.01,66.79
10/15/2021,67.855,51429060,67.30,67.925,66.71
10/14/2021,66.62,60874920,65.055,66.725,64.70
10/13/2021,63.135,70460680,62.89,63.475,61.80
10/12/2021,61.69,87201740,63.085,63.31,61.305
10/11/2021,62.325,68107660,62.93,64.845,62.2675
10/08/2021,63.74,78566080,65.335,65.461,63.485
10/07/2021,64.735,75407560,64.6625,66.17,64.365
