Date,Close/Last,Volume,Open,High,Low
07/07/2023,$108.27,3865778,$107.14,$108.87,$106.94
07/06/2023,$107.37,3667100,$108.01,$108.75,$106.86
07/05/2023,$108.65,3662234,$108.22,$108.985,$107.76
07/03/2023,$108.28,2972029,$109.06,$109.33,$107.305
06/30/2023,$109.85,7382808,$108.99,$110.26,$108.60
06/29/2023,$107.74,3248774,$106.22,$107.83,$106.04
06/28/2023,$107.05,4795723,$105.29,$107.3699,$104.97
06/27/2023,$104.92,4767520,$104.63,$105.205,$104.355
06/26/2023,$104.45,4250905,$103.53,$105.11,$103.36
06/23/2023,$103.78,6012099,$103.09,$104.37,$102.6395
06/22/2023,$104.82,4223879,$104.66,$105.79,$104.635
06/21/2023,$105.05,4775372,$103.64,$105.69,$103.58
06/20/2023,$104.02,6439760,$106.08,$106.21,$103.41
06/16/2023,$106.29,10959070,$105.95,$108.90,$105.935
06/15/2023,$105.41,6969784,$104.44,$105.64,$103.99
06/14/2023,$104.70,5131062,$106.72,$106.80,$103.96
06/13/2023,$106.74,4318941,$106.03,$107.15,$105.81
06/12/2023,$106.23,3734137,$106.31,$106.891,$105.65
06/09/2023,$106.30,3486211,$106.29,$106.55,$105.08
06/08/2023,$106.07,3573784,$105.84,$107.22,$105.63
06/07/2023,$106.08,7279386,$106.64,$107.33,$105.64
06/06/2023,$105.46,6220315,$104.33,$106.11,$104.10
06/05/2023,$104.10,4077397,$105.80,$105.125,$104.10
06/02/2023,$105.80,5967665,$105.50,$106.71,$104.535
06/01/2023,$104.67,6222705,$101.21,$105.17,$101.07
05/31/2023,$101.53,10661470,$101.32,$101.84,$99.705
05/30/2023,$102.40,5665085,$103.02,$103.07,$100.66
05/26/2023,$102.74,5424211,$101.59,$103.95,$101.56
05/25/2023,$101.52,5377106,$101.40,$102.09,$100.54
05/24/2023,$100.98,5008286,$101.28,$101.47,$99.91
05/23/2023,$101.70,4579608,$103.86,$104.14,$101.28
05/22/2023,$104.55,3987255,$104.10,$105.94,$104.10
05/19/2023,$104.26,5770716,$104.52,$105.78,$103.84
05/18/2023,$104.01,4606805,$102.89,$104.28,$101.73
05/17/2023,$103.47,5484195,$101.87,$103.58,$101.55
05/16/2023,$101.13,4409063,$101.23,$102.225,$100.89
05/15/2023,$102.00,6363672,$99.14,$102.31,$99.02
05/12/2023,$98.80,3458028,$99.58,$100.00,$97.71
05/11/2023,$99.51,4084424,$99.40,$99.98,$98.82
05/10/2023,$99.54,4032922,$101.48,$101.67,$98.46
05/09/2023,$101.00,5204086,$100.77,$101.90,$100.77
05/08/2023,$100.92,3417539,$100.22,$101.11,$100.22
05/05/2023,$100.24,5030249,$100.58,$101.76,$99.75
05/04/2023,$99.32,7226963,$101.49,$101.75,$97.41
05/03/2023,$101.77,4722727,$101.88,$102.95,$101.31
05/02/2023,$101.51,5973679,$100.61,$102.0298,$100.19
05/01/2023,$101.18,5912435,$99.49,$102.00,$99.37
04/28/2023,$98.97,5011348,$97.13,$99.72,$96.88
04/27/2023,$98.06,7460980,$97.02,$98.19,$96.60
04/26/2023,$96.21,6410510,$98.23,$98.45,$96.09
04/25/2023,$98.44,9297450,$101.95,$102.01,$97.5501
04/24/2023,$100.15,6251841,$99.58,$100.77,$99.58
04/21/2023,$99.51,4080409,$99.98,$100.08,$99.13
04/20/2023,$99.76,6912363,$99.30,$100.47,$99.061
04/19/2023,$99.03,5617031,$98.58,$99.31,$98.42
04/18/2023,$98.47,7110832,$97.00,$98.52,$96.86
04/17/2023,$96.77,6126077,$95.62,$96.845,$95.475
04/14/2023,$95.44,5755636,$93.86,$95.64,$93.81
04/13/2023,$94.30,8814584,$94.38,$94.69,$93.47
04/12/2023,$94.10,6997746,$94.26,$94.67,$93.81
04/11/2023,$93.91,5317712,$94.51,$94.96,$93.88
04/10/2023,$94.36,5985450,$93.83,$94.99,$93.61
04/06/2023,$93.60,6404896,$94.12,$94.39,$93.54
04/05/2023,$94.25,8493362,$94.98,$95.32,$93.655
04/04/2023,$95.05,6827562,$96.96,$97.871,$94.67
04/03/2023,$96.92,4947651,$95.75,$96.94,$95.36
03/31/2023,$95.60,7380208,$94.53,$95.67,$94.31
03/30/2023,$94.05,5285770,$93.95,$94.31,$93.555
03/29/2023,$94.06,4918016,$93.97,$94.42,$93.67
03/28/2023,$93.14,4008947,$93.34,$93.74,$92.56
03/27/2023,$93.31,6005212,$92.28,$93.64,$92.11
03/24/2023,$91.37,6658468,$90.57,$92.35,$90.32
03/23/2023,$91.59,8646975,$90.6301,$92.9474,$90.53
03/22/2023,$89.59,7010966,$92.49,$92.60,$89.55
03/21/2023,$92.18,6826828,$90.98,$93.04,$90.96
03/20/2023,$89.92,6947558,$90.63,$91.23,$89.41
03/17/2023,$90.29,10188100,$91.79,$91.83,$89.35
03/16/2023,$91.97,8129023,$89.40,$92.10,$88.57
03/15/2023,$89.76,12057290,$88.99,$89.76,$86.45
03/14/2023,$91.17,11347540,$91.165,$93.08,$90.20
03/13/2023,$88.97,11333980,$89.70,$90.73,$87.66
03/10/2023,$91.00,18477750,$91.90,$94.20,$90.79
03/09/2023,$91.56,28592300,$89.96,$94.94,$89.77
03/08/2023,$86.98,6063944,$86.77,$87.41,$86.07
03/07/2023,$86.39,6898172,$86.96,$87.58,$86.10
03/06/2023,$87.06,6451968,$86.64,$87.82,$86.47
03/03/2023,$86.38,7676613,$85.90,$87.035,$85.15
03/02/2023,$85.72,6821562,$83.60,$85.73,$83.3777
03/01/2023,$84.14,5995956,$84.66,$85.3637,$83.75
02/28/2023,$84.71,9131030,$83.62,$85.65,$83.46
02/27/2023,$83.84,6390540,$84.00,$84.86,$83.49
02/24/2023,$83.55,6946984,$81.76,$83.78,$81.65
02/23/2023,$82.94,8077229,$83.49,$84.41,$81.90
02/22/2023,$83.19,8642532,$82.16,$84.33,$82.10
02/21/2023,$82.26,4071752,$82.14,$83.375,$81.81
02/17/2023,$83.04,4424429,$83.59,$83.82,$82.23
02/16/2023,$84.05,4505862,$83.61,$84.54,$82.9759
02/15/2023,$84.77,5831392,$82.61,$84.79,$82.44
02/14/2023,$83.54,5368512,$82.13,$83.81,$81.96
02/13/2023,$82.68,4081592,$81.20,$82.9249,$81.08
02/10/2023,$81.29,3490237,$80.81,$81.35,$80.3988
02/09/2023,$80.79,3861544,$82.34,$82.6311,$80.44
02/08/2023,$81.96,3407624,$81.69,$82.60,$81.30
02/07/2023,$82.11,4702253,$81.98,$82.365,$80.54
02/06/2023,$82.35,4329694,$81.47,$82.439,$81.2431
02/03/2023,$81.96,5778181,$83.51,$83.69,$81.82
02/02/2023,$83.94,8293043,$82.19,$84.03,$81.90
02/01/2023,$82.32,7272316,$80.27,$82.47,$80.01
01/31/2023,$80.48,6883537,$80.45,$80.91,$79.47
01/30/2023,$80.83,5726899,$82.41,$82.745,$80.67
01/27/2023,$83.23,7789511,$81.00,$83.99,$80.90
01/26/2023,$81.14,6511229,$81.48,$81.58,$80.1201
01/25/2023,$80.79,8501503,$79.78,$81.35,$79.43
01/24/2023,$80.70,13381780,$78.00,$80.845,$77.47
01/23/2023,$79.77,10957450,$77.61,$80.02,$77.54
01/20/2023,$77.68,8261345,$77.59,$77.75,$75.67
01/19/2023,$76.86,10411670,$77.94,$78.75,$76.67
01/18/2023,$79.27,7834262,$80.94,$81.18,$79.14
01/17/2023,$80.49,8492203,$79.92,$80.66,$79.76
01/13/2023,$80.20,11048210,$78.78,$80.60,$78.50
01/12/2023,$78.86,11498680,$77.88,$79.21,$77.29
01/11/2023,$77.69,10159260,$75.82,$77.70,$75.51
01/10/2023,$75.27,9255525,$72.20,$75.37,$72.20
01/09/2023,$72.67,7572883,$72.00,$73.91,$71.96
01/06/2023,$71.94,10389470,$72.01,$72.33,$70.75
01/05/2023,$71.29,12770160,$69.90,$71.55,$69.00
01/04/2023,$70.20,16784590,$68.41,$70.20,$66.75
01/03/2023,$68.41,6405106,$67.6613,$68.4985,$67.2508
12/30/2022,$67.452,4127747,$66.7436,$67.6452,$66.639
12/29/2022,$67.4198,4416364,$66.2123,$67.5486,$66.0093
12/28/2022,$65.9869,3869533,$66.808,$66.9529,$65.4475
12/27/2022,$66.6873,4239477,$66.0111,$66.8845,$65.9306
12/23/2022,$65.842,3293379,$65.7776,$66.325,$65.1738
12/22/2022,$65.8259,6062220,$66.156,$66.5826,$64.6264
12/21/2022,$66.80,7555628,$65.2382,$67.291,$65.1859
12/20/2022,$64.6667,6975669,$62.8232,$65.045,$62.6703
12/19/2022,$62.8393,4399175,$62.1872,$63.0728,$62.147
12/16/2022,$62.5093,9954897,$62.622,$63.0728,$61.7405
12/15/2022,$63.4431,9719586,$64.4574,$65.3751,$63.1935
12/14/2022,$65.5844,7645555,$66.317,$67.0898,$65.4797
12/13/2022,$66.7195,7720015,$68.0799,$68.3456,$65.9547
12/12/2022,$66.9851,4660217,$65.7857,$67.0254,$65.2302
12/09/2022,$65.5683,5544340,$67.3152,$67.4601,$65.4757
12/08/2022,$67.3232,6438447,$68.9091,$69.3841,$66.5625
12/07/2022,$68.4261,4860628,$68.4261,$69.2955,$68.2812
12/06/2022,$68.6515,5883866,$69.7222,$70.1166,$67.9994
12/05/2022,$68.1524,4715418,$69.1023,$69.2699,$68.1202
12/02/2022,$69.9395,4480434,$68.0799,$69.9959,$67.9511
12/01/2022,$68.6354,4240695,$69.4002,$69.7222,$68.3214
11/30/2022,$69.207,7260816,$68.9413,$69.5129,$66.969
11/29/2022,$68.9574,4489124,$69.0299,$69.1667,$68.3939
11/28/2022,$68.8045,4284264,$70.1971,$70.4869,$68.5509
11/25/2022,$70.9538,1894075,$70.5996,$71.147,$70.3179
11/23/2022,$70.7365,3655685,$70.0603,$70.8089,$69.9878
11/22/2022,$70.2776,4234987,$69.4726,$70.5071,$69.2311
11/21/2022,$69.1426,3269761,$68.5146,$69.2271,$68.2087
11/18/2022,$68.8125,4084167,$69.6256,$70.1569,$68.3053
11/17/2022,$68.7401,4653063,$67.4198,$69.046,$66.9851
11/16/2022,$68.3456,4753177,$69.8993,$69.9798,$68.1443
11/15/2022,$70.1488,4930201,$69.6658,$70.5352,$69.4083
11/14/2022,$69.0943,4912635,$69.215,$70.1166,$68.9655
11/11/2022,$69.4807,7781767,$69.054,$69.859,$68.5468
11/10/2022,$68.732,8589091,$68.6112,$68.9655,$67.7418
11/09/2022,$66.9368,4960261,$66.9932,$68.257,$66.7356
11/08/2022,$67.6211,6262775,$67.4601,$68.1926,$66.5343
11/07/2022,$67.1864,8014632,$65.2946,$67.4923,$65.2624
11/04/2022,$65.2624,7201102,$64.393,$65.3348,$63.9422
11/03/2022,$63.0969,8689492,$61.8813,$63.4189,$61.6398
11/02/2022,$62.308,6375172,$62.8635,$64.1273,$62.2114
11/01/2022,$62.9601,5715776,$63.2418,$64.4735,$62.3482
10/31/2022,$62.6381,6594881,$62.6139,$63.4833,$62.4207
10/28/2022,$63.0567,5387941,$61.7364,$63.0889,$61.6479
10/27/2022,$61.181,6295878,$61.4225,$62.4932,$61.0924
10/26/2022,$60.7463,8084626,$58.9994,$61.6881,$58.9189
10/25/2022,$58.7659,9622552,$60.376,$60.5772,$57.2203
10/24/2022,$59.0557,6799559,$58.7659,$59.8286,$58.5808
10/21/2022,$58.621,6449775,$56.3509,$58.6854,$56.1496
10/20/2022,$56.3268,5987288,$56.9627,$57.651,$56.2181
10/19/2022,$56.7776,5238467,$56.5683,$57.1398,$55.8196
10/18/2022,$56.9144,6109675,$56.5039,$57.2686,$56.2905
10/17/2022,$55.248,5141091,$55.5056,$56.5039,$55.087
10/14/2022,$54.3947,5674544,$54.9824,$55.3688,$54.0888
10/13/2022,$54.6926,7986399,$51.2713,$55.0307,$50.8688
10/12/2022,$52.1165,5357097,$51.2713,$52.6639,$50.7641
10/11/2022,$51.5208,5295931,$51.9153,$52.5351,$50.7802
10/10/2022,$52.3097,3591391,$52.3661,$52.8249,$51.5691
10/07/2022,$51.9716,4271647,$52.8169,$52.9513,$51.6013
10/06/2022,$53.308,4955130,$53.7185,$54.3223,$52.9618
10/05/2022,$54.2901,5811539,$53.6863,$54.9059,$53.1711
10/04/2022,$54.3706,7751260,$52.2292,$54.4511,$52.2212
10/03/2022,$51.1988,5433824,$50.5226,$51.8267,$50.0275
09/30/2022,$49.8383,7917975,$50.426,$50.9493,$49.8142
09/29/2022,$50.4985,8799679,$51.3357,$51.6094,$49.8464
09/28/2022,$51.8911,6657732,$52.3178,$52.3701,$51.6738
09/27/2022,$51.8992,7848046,$52.2051,$52.5728,$51.1264
09/26/2022,$51.8026,10454610,$51.9475,$53.2597,$51.6899
09/23/2022,$51.9636,8176825,$51.9636,$52.3902,$51.1586
09/22/2022,$52.6156,7068437,$52.3258,$52.8974,$51.9394
09/21/2022,$52.5029,6332846,$53.952,$53.9922,$52.4546
09/20/2022,$53.6058,5220818,$53.4931,$54.0969,$53.0826
09/19/2022,$53.9761,5012204,$52.8008,$54.3303,$52.6961
09/16/2022,$53.4448,14308800,$52.6478,$53.6139,$52.4707
09/15/2022,$55.4734,4927334,$56.1738,$56.9869,$55.3446
09/14/2022,$56.3751,6210344,$56.9144,$57.1559,$55.2883
09/13/2022,$57.0271,7210803,$58.9752,$59.4542,$56.85
09/12/2022,$60.6336,7265320,$59.901,$61.5728,$59.7803
09/09/2022,$59.6032,6726343,$59.9976,$60.3518,$59.3134
09/08/2022,$59.3858,3620308,$58.3956,$59.6354,$58.0253
09/07/2022,$59.2328,3423068,$57.8804,$59.3576,$57.7355
09/06/2022,$58.0897,4032652,$58.3634,$58.4761,$57.2686
09/02/2022,$58.3071,4036970,$59.4019,$59.8567,$58.0495
09/01/2022,$58.8303,4985500,$58.9672,$58.9672,$57.5021
08/31/2022,$59.1201,6400984,$60.706,$61.0119,$59.0557
08/30/2022,$60.4806,4290448,$61.7928,$62.1309,$59.8366
08/29/2022,$61.2212,4902415,$60.2472,$61.8572,$59.7964
08/26/2022,$60.5933,5375901,$63.105,$63.2935,$60.545
08/25/2022,$62.9037,5201747,$62.2838,$64.147,$62.2355
08/24/2022,$61.7767,4765708,$61.3017,$62.2114,$61.0844
08/23/2022,$61.2615,4761409,$60.3679,$62.2275,$60.3116
08/22/2022,$60.1989,5073353,$61.2856,$61.3192,$59.8624
08/19/2022,$62.5656,3614677,$63.1935,$63.266,$62.2033
08/18/2022,$63.7651,4000360,$64.2159,$64.3085,$63.6041
08/17/2022,$64.3366,4040271,$64.4493,$64.7069,$63.8053
08/16/2022,$65.2624,5774503,$63.8536,$65.4435,$63.7087
08/15/2022,$64.2481,3406102,$63.8456,$64.5218,$63.6604
08/12/2022,$64.3447,5154487,$63.8295,$64.3769,$63.2418
08/11/2022,$63.5155,9069779,$62.791,$63.7651,$62.7588
08/10/2022,$62.0987,10174760,$61.35,$62.63,$61.1085
08/09/2022,$60.3196,4723373,$60.6738,$61.2534,$60.2713
08/08/2022,$60.5209,6127771,$61.0844,$61.8089,$60.2666
08/05/2022,$59.8608,4640224,$59.1121,$60.4082,$58.9269
08/04/2022,$59.3053,4325355,$59.9654,$60.0902,$59.2167
08/03/2022,$60.1667,6029843,$60.3116,$60.6175,$59.6193
08/02/2022,$59.8608,5788210,$60.5692,$61.2212,$59.8286
08/01/2022,$61.02,9149182,$59.0074,$61.4627,$58.5164
07/29/2022,$59.4985,7930722,$58.7659,$59.9896,$58.3031
07/28/2022,$58.8786,11253970,$60.0137,$60.2955,$58.6895
07/27/2022,$57.6228,7208369,$57.9609,$58.2829,$56.4289
07/26/2022,$57.5665,18041090,$56.0893,$59.0638,$55.6666
07/25/2022,$55.0307,5899108,$54.2418,$55.4895,$53.96
07/22/2022,$54.8938,5612999,$55.0629,$55.3527,$54.6121
07/21/2022,$54.8455,5950697,$54.4994,$55.0146,$54.0148
07/20/2022,$54.6523,6855678,$53.3724,$54.9663,$53.1711
07/19/2022,$53.7266,6274191,$51.9233,$53.7749,$51.9072
07/18/2022,$51.2632,6608915,$51.8348,$52.4063,$50.9815
07/15/2022,$50.6031,5851193,$49.9752,$50.7037,$49.0977
07/14/2022,$49.1782,5095862,$49.1058,$49.2346,$48.3008
07/13/2022,$49.9188,4337308,$49.9511,$50.4743,$49.2748
07/12/2022,$50.7319,7275941,$49.1058,$51.9475,$49.1058
07/11/2022,$49.8383,4776378,$50.2248,$50.4087,$49.4439
07/08/2022,$50.9171,6193289,$50.6192,$51.8267,$50.0718
07/07/2022,$50.7158,6298756,$50.3697,$50.8205,$49.8625
07/06/2022,$49.5646,4892259,$49.5566,$50.2006,$48.8884
07/05/2022,$49.935,8034911,$49.5163,$49.9994,$48.2444
07/01/2022,$51.1505,6851625,$51.1103,$51.9555,$50.0799
06/30/2022,$51.2552,8701944,$50.3536,$51.3276,$49.7176
06/29/2022,$51.2713,6908242,$52.9135,$53.1309,$50.9412
06/28/2022,$53.0342,7049161,$54.2981,$55.1031,$52.6156
06/27/2022,$53.7024,6798432,$54.3142,$54.6604,$53.2436
06/24/2022,$54.0003,9996274,$52.0521,$54.7127,$51.8589
06/23/2022,$51.5772,6754335,$51.8187,$52.3902,$50.7802
06/22/2022,$51.9555,9706660,$51.6657,$52.6478,$51.6577
06/21/2022,$52.9296,8082047,$54.3062,$54.7892,$52.8974
06/17/2022,$53.1309,9002218,$52.4788,$53.7185,$51.9555
06/16/2022,$52.5593,9065332,$53.96,$54.1291,$52.2051
06/15/2022,$55.6264,6589373,$55.5137,$56.367,$54.5799
06/14/2022,$54.7811,5379727,$54.7006,$55.4734,$54.3625
06/13/2022,$54.5155,9459386,$55.9242,$56.3509,$54.0445
06/10/2022,$57.3411,9586149,$58.782,$58.8947,$56.9466
06/09/2022,$60.1989,5055757,$61.8974,$62.0262,$60.1747
06/08/2022,$62.1148,3376012,$61.7364,$63.0164,$61.5996
06/07/2022,$62.791,5125812,$61.9135,$62.9118,$61.3178
06/06/2022,$61.986,4744095,$62.7186,$63.0245,$61.8008
06/03/2022,$61.9618,5272784,$61.7767,$62.1027,$60.9153
06/02/2022,$62.791,6166338,$62.8071,$63.3223,$62.1228
06/01/2022,$62.4046,5928012,$63.6604,$63.9502,$61.7364
05/31/2022,$63.0245,5191015,$62.7508,$63.6282,$62.5978
05/27/2022,$63.4028,4871897,$62.2194,$63.4189,$61.9779
05/26/2022,$61.994,4690436,$60.5531,$62.5576,$60.1345
05/25/2022,$59.9976,7095970,$59.1443,$60.0459,$58.46
05/24/2022,$59.9896,6129340,$60.1586,$60.2713,$58.0092
05/23/2022,$60.7463,5275360,$61.1971,$61.503,$60.384
05/20/2022,$60.5772,7340800,$61.2695,$61.5392,$58.9833
05/19/2022,$60.9717,6225678,$60.376,$61.6157,$59.9332
05/18/2022,$60.537,7063289,$60.8992,$61.5996,$60.2311
05/17/2022,$61.503,4497346,$61.35,$62.147,$61.0132
05/16/2022,$60.0781,6511510,$59.8205,$60.698,$59.3536
05/13/2022,$60.4162,5176944,$59.8849,$61.1568,$59.6917
05/12/2022,$58.9913,8625315,$57.7516,$59.74,$57.2928
05/11/2022,$58.3151,7765970,$59.3778,$60.0419,$58.0092
05/10/2022,$59.0155,6837118,$59.571,$60.1325,$57.2686
05/09/2022,$58.7418,7019122,$61.8089,$61.9538,$58.3916
05/06/2022,$62.9762,5363668,$63.0567,$63.105,$61.3339
05/05/2022,$63.266,7159399,$63.9019,$64.4654,$62.4368
05/04/2022,$64.7472,7488546,$62.944,$65.0169,$62.1631
05/03/2022,$62.5173,7846945,$61.8652,$63.0043,$61.1649
05/02/2022,$60.8187,11548330,$59.6434,$61.0441,$58.452
04/29/2022,$60.0137,10390060,$62.3804,$62.8916,$59.8527
04/28/2022,$62.5737,12014530,$63.105,$63.3545,$61.0635
04/27/2022,$62.9601,12593160,$64.401,$65.8098,$62.6864
04/26/2022,$64.876,28754880,$68.3858,$68.6112,$63.1211
04/25/2022,$72.3546,6903402,$71.2436,$72.4512,$69.694
04/22/2022,$71.7025,4963950,$73.1676,$73.4977,$71.63
04/21/2022,$73.8358,4501483,$74.8259,$75.4941,$73.6023
04/20/2022,$73.5782,4002531,$74.4637,$74.9548,$73.4574
04/19/2022,$73.9807,4607073,$73.0952,$74.2705,$73.0952
04/18/2022,$72.7732,3919950,$73.232,$73.6587,$72.3707
04/14/2022,$73.1193,3829369,$73.2884,$74.1819,$72.9583
04/13/2022,$73.0549,3963801,$72.58,$73.6184,$72.4431
04/12/2022,$72.4512,4510838,$72.4512,$73.5299,$71.8877
04/11/2022,$72.1855,5392309,$72.0809,$73.7271,$71.6703
04/08/2022,$72.2419,4017239,$72.0406,$72.6685,$71.3402
04/07/2022,$72.0165,7097205,$72.3063,$72.5156,$70.1086
04/06/2022,$72.3787,6576669,$71.944,$72.588,$70.6962
04/05/2022,$72.5317,6720767,$73.7875,$74.3349,$72.3787
04/04/2022,$74.0773,5141193,$74.2061,$74.3188,$73.1757
04/01/2022,$74.4556,5641339,$74.1417,$74.512,$73.3447
03/31/2022,$73.6587,8225689,$75.47,$75.6285,$73.6345
03/30/2022,$76.1381,5633618,$75.3653,$76.5889,$75.1095
03/29/2022,$76.1945,8594622,$74.8823,$76.4521,$74.8823
03/28/2022,$74.0612,7519411,$75.3492,$75.3814,$73.0308
03/25/2022,$75.6873,5751099,$76.0254,$76.4038,$75.1971
03/24/2022,$75.7678,5333810,$75.9852,$76.0093,$75.3895
03/23/2022,$75.4297,4893275,$76.1381,$76.2025,$75.2768
03/22/2022,$76.3957,4816211,$76.6694,$77.4664,$76.1542
03/21/2022,$76.3313,5482147,$76.0335,$77.0558,$75.3854
03/18/2022,$76.9512,7396631,$76.9512,$77.2088,$76.1235
03/17/2022,$76.9029,4350277,$75.8322,$76.9351,$75.1158
03/16/2022,$76.2347,5578656,$75.2446,$76.8304,$74.6529
03/15/2022,$74.3429,5102438,$75.0675,$75.317,$73.4655
03/14/2022,$74.4234,6043621,$74.4154,$75.6632,$74.0129
03/11/2022,$74.2866,7066380,$74.7052,$75.3653,$73.7875
03/10/2022,$73.5218,8115515,$70.656,$73.7392,$70.3996
03/09/2022,$73.4574,6475832,$73.6265,$74.8581,$73.3367
03/08/2022,$70.9619,6857079,$70.0603,$72.8134,$68.8648
03/07/2022,$68.732,7120132,$71.3805,$71.8112,$68.6596
03/04/2022,$71.7588,8441538,$72.6283,$72.8376,$70.4547
03/03/2022,$74.4234,4622944,$76.4279,$76.7177,$74.0451
03/02/2022,$75.80,4442828,$75.2365,$76.436,$74.9306
03/01/2022,$74.3268,6732460,$76.444,$77.3295,$73.9565
02/28/2022,$76.8868,6319108,$76.283,$77.136,$75.7759
02/25/2022,$77.5791,6972485,$75.1963,$78.4244,$74.9145
02/24/2022,$74.4959,11392370,$72.9261,$74.9387,$70.5996
02/23/2022,$74.5844,7376523,$75.5022,$76.3635,$74.3107
02/22/2022,$75.792,7694145,$74.5764,$76.6573,$74.359
02/18/2022,$74.6166,15644110,$79.2294,$79.6721,$73.9968
02/17/2022,$79.2616,3881022,$80.783,$80.8474,$78.7947
02/16/2022,$81.6364,4891072,$80.5737,$82.0389,$80.4127
02/15/2022,$81.2419,6697616,$78.8832,$81.6122,$78.851
